Wavelength_nm,Absorbance,Clean_Signal
227.5,0.041136564597263,0.00854176042819605
228.0,-0.019927269579495033,0.00944534373329732
228.5,-0.0003895177107841787,0.010432915444008333
229.0,0.02310516954920546,0.01151094945008072
229.5,0.04683035512535832,0.01268627567607574
230.0,-0.002805013331810097,0.013966084992775052
230.5,0.008859868346014823,0.015357932529248422
231.0,-0.02185198489092249,0.0168697391992885
231.5,-0.023357440591228205,0.018509791251595277
232.0,0.04872514143390359,0.020286737650106662
232.5,0.06967798608936843,0.02220958508938961
233.0,0.02176733619488392,0.024287690450195604
233.5,0.061654401928524505,0.026530750502303652
234.0,0.0416060495424488,0.028948788665781607
234.5,0.008972947236758101,0.031552138647937454
235.0,0.04700027097443972,0.03435142478164523
235.5,0.09118881872784623,0.03735753890153731
236.0,0.039327702239015085,0.04058161360786339
236.5,0.09879751973720274,0.04403499178371253
237.0,-0.043961886393294625,0.04772919224984644
237.5,0.08044245911577058,0.05167587146263774
238.0,0.05893342857289466,0.05588678118455866
238.5,0.04990846481700491,0.060373722083310266
239.0,0.06836012042370551,0.06514849324496293
239.5,0.0006579256072890144,0.07022283761832027
240.0,0.06791986736767536,0.07560838344198828
240.5,0.09381552174509335,0.08131658174218222
241.0,0.13908493159388097,0.0873586400279279
241.5,0.07560599471120427,0.09374545235078194
242.0,0.07219024983695828,0.10048752593821984
242.5,0.09003340812766111,0.1075949046531199
243.0,0.1471161636955052,0.11507708957593261
243.5,0.1344492458888839,0.12294295705079494
244.0,0.11265906744974011,0.13120067458158646
244.5,0.1578219751672526,0.13985761500828514
245.0,0.15231798366465252,0.1489202694374711
245.5,0.19229673411159204,0.1583941594429409
246.0,0.143711890806901,0.16828374909260835
246.5,0.1671241822647126,0.17859235739563448
247.0,0.17559828643887507,0.18932207179850058
247.5,0.14925064020534812,0.20047366338997227
248.0,0.22241071419929853,0.21204650450203838
248.5,0.23317542394273105,0.22403848941643492
249.0,0.23662492988623435,0.23644595890374823
249.5,0.24105307966574052,0.24926362933387067
250.0,0.21294655113052258,0.2624845271022871
250.5,0.2613773428191286,0.2760999291159162
251.0,0.27810430199621156,0.2900993100746485
251.5,0.27639059284726736,0.304470297270024
252.0,0.31355363369213773,0.31919863360044803
252.5,0.3484099294612928,0.33426814947278394
253.0,0.41567725076539125,0.3496607442230227
253.5,0.3714666010931009,0.36535637764398654
254.0,0.3903473358310889,0.38133307215579215
254.5,0.39496131904340553,0.3975669260952214
255.0,0.34687514599806163,0.4140321385335281
255.5,0.42977306031814533,0.43070104595886793
256.0,0.44965222842789815,0.44754417107996225
256.5,0.5507437578592939,0.46453028392230883
257.0,0.47489384153054803,0.4816264752978873
257.5,0.5093523996162372,0.4987982426345608
258.0,0.5147946761133869,0.5160095880530704
258.5,0.4923193971618011,0.5332231284784847
259.0,0.5903990159781853,0.5504002174701597
259.5,0.5938187344946743,0.5675010783506371
260.0,0.612171066257016,0.5844849481105093
260.5,0.5694816705463285,0.6013102314641443
261.0,0.6670324652141458,0.6179346643313823
261.5,0.5852506987262455,0.6343154859239754
262.0,0.6709496168067133,0.6504096185237038
262.5,0.7428398008562104,0.6661738539528611
263.0,0.6468962742785794,0.6815650456581536
263.5,0.6767198847209108,0.6965403052570078
264.0,0.7145450001098173,0.7110572023317498
264.5,0.7074523183088819,0.7250739662029488
265.0,0.6842764682818793,0.7385496883691939
265.5,0.7538442283855544,0.7514445242673434
266.0,0.7265392630050277,0.7637198929854414
266.5,0.7919144086226987,0.7753386735504674
267.0,0.7540855482170152,0.7862653964151983
267.5,0.8507141329585522,0.7964664287829384
268.0,0.7784962872039556,0.8059101524357238
268.5,0.8032949797036206,0.8145671327708193
269.0,0.8508833804095609,0.8224102778016225
269.5,0.7863347348669782,0.8294149859421667
270.0,0.8435203791798889,0.8355592814687444
270.5,0.8865739330370479,0.8408239366371629
271.0,0.7889306663193891,0.8451925795290322
271.5,0.8551139718530396,0.848651786804409
272.0,0.8602870584488151,0.8511911606501203
272.5,0.8801671898442849,0.852803389332079
273.0,0.8101910160040118,0.8534842908847446
273.5,0.8070168581424018,0.8532328396003515
274.0,0.8703191299099138,0.8520511751133224
274.5,0.8603390575732877,0.8499445940101261
275.0,0.8556887737924448,0.8469215240303392
275.5,0.8551191683919033,0.8429934810595091
276.0,0.8143741439919843,0.8381750092472314
276.5,0.8406124841139613,0.8324836047133262
277.0,0.8361971599953121,0.8259396234298583
277.5,0.7935638743548392,0.818566173985762
278.0,0.8756911039429139,0.8103889960528474
278.5,0.8180204777078375,0.8014363254759249
279.0,0.7500431246026188,0.7917387470047115
279.5,0.8043084120723875,0.7813290357702034
280.0,0.7361281302246303,0.7702419886825865
280.5,0.7860622081218622,0.7585142469908764
281.0,0.7867349565611004,0.7461841112958413
281.5,0.7045674692047181,0.733291350347028
282.0,0.7535951695051941,0.7198770049816429
282.5,0.7204305210203614,0.705983188577584
283.0,0.7204249909949313,0.6916528853951242
283.5,0.7433175025646948,0.6769297481718066
284.0,0.6532693122532695,0.6618578963133699
284.5,0.6201009502378847,0.6464817159903968
285.0,0.5997126583695835,0.6308456634064769
285.5,0.586440712475834,0.6149940724496243
286.0,0.5962724080458055,0.5989709678752991
286.5,0.5947602042160531,0.5828198850974706
287.0,0.5762678755612218,0.5665836975846712
287.5,0.5792558664881678,0.550304452771907
288.0,0.5344782835233591,0.5340232173076324
288.5,0.5686536250593414,0.5177799323588352
289.0,0.4923502904343672,0.5016132795976956
289.5,0.5807664792219838,0.48556055839134715
290.0,0.4915559317848668,0.46965757461309154
290.5,0.4239380269154397,0.4539385413900096
291.0,0.40095475456720864,0.4384359919993476
291.5,0.44006723955877824,0.4231807050252668
292.0,0.4003804443030959,0.4082016417895007
292.5,0.4185159132682062,0.393525895974983
293.0,0.3957419721314993,0.37917865527142525
293.5,0.362634162843821,0.36518317478681156
294.0,0.32192298175710554,0.3515607618894997
294.5,0.2853111192085772,0.3383307720725825
295.0,0.30988259204351204,0.3255106153658578
295.5,0.34308973056282394,0.3131157727615024
296.0,0.308653103112198,0.30115982206764086
296.5,0.24605361530467668,0.28965447255959625
297.0,0.28467094016660177,0.2786096077618104
297.5,0.28151944395472156,0.2680333356642123
298.0,0.22699703538807608,0.25793204565511574
298.5,0.2536908501464799,0.24831047143838644
299.0,0.2412090643410004,0.2391717591953904
299.5,0.1905135798277686,0.2305175402518404
300.0,0.23487056512790747,0.22234800751571754
300.5,0.2342894533874706,0.21466199496458238
301.0,0.24536385298945929,0.2074570594783246
301.5,0.23761263615750003,0.20072956433627842
302.0,0.14625633584661038,0.19447476372510858
302.5,0.15586301123841623,0.18868688763544553
303.0,0.20138546091264986,0.18335922656034676
303.5,0.1964667237286769,0.17848421544674958
304.0,0.19208018541231303,0.17405351639160135
304.5,0.30490370178967974,0.1700580996167645
305.0,0.1864694901748269,0.16648832230056604
305.5,0.2030788022948096,0.16333400488848862
306.0,0.19397456627274925,0.16058450455048717
306.5,0.18102747929301893,0.158228785497316
307.0,0.14522106235021104,0.15625548591262314
307.5,0.18121690401830126,0.15465298130103688
308.0,0.12636056158584574,0.15340944409466076
308.5,0.14422424816510032,0.15251289940100063
309.0,0.13496355264007076,0.15195127681408938
309.5,0.15457805312573356,0.15171245824721227
310.0,0.23279737161353997,0.15178432177996715
310.5,0.08680049980355205,0.15215478154426323
311.0,0.1768309303662534,0.15281182370314544
311.5,0.09729848311130337,0.15374353860294118
312.0,0.1384205339004846,0.15493814920311477
312.5,0.19449730680321944,0.15638403590936162
313.0,0.16031955862223463,0.15806975795389344
313.5,0.12226300425506842,0.15998407148259414
314.0,0.1370803146977339,0.16211594452183278
314.5,0.18824049022100148,0.1644545690082878
315.0,0.1414265379631748,0.1669893700732746
315.5,0.17728606341427086,0.16971001277890174
316.0,0.17420142090367216,0.17260640650703868
316.5,0.15286269503751512,0.17566870720371872
317.0,0.2539253608077551,0.1788873176813687
317.5,0.20444005196045756,0.18225288617932717
318.0,0.11487631284661952,0.18575630337963578
318.5,0.1959145990871726,0.18938869807024264
319.0,0.16997890537480964,0.19314143164170322
319.5,0.22684125831422947,0.19700609159636162
320.0,0.1732362583958673,0.2009744842410118
320.5,0.20102285127397515,0.20503862672531661
321.0,0.22686529334327257,0.20919073857895656
321.5,0.24372466468667756,0.2134232328907233
322.0,0.1757183330157449,0.21772870726269708
322.5,0.2103923914079387,0.22209993466237188
323.0,0.20990676839459146,0.22652985428522493
323.5,0.20814503938979614,0.23101156252987606
324.0,0.297329202587565,0.2355383041777266
324.5,0.2542778237425315,0.24010346385889805
325.0,0.2005696194747427,0.24470055787646927
325.5,0.28144839459842164,0.24932322645150445
326.0,0.32824069333765954,0.25396522644221736
326.5,0.2947567087011698,0.25862042458187967
327.0,0.21010484246338865,0.2632827912717791
327.5,0.2509982024073792,0.267946394957698
328.0,0.31694728733256294,0.27260539711103116
328.5,0.25248561653214635,0.2772540478288037
329.0,0.2974203620456148,0.2818866820604968
329.5,0.31360990833376085,0.28649771646373406
330.0,0.2586390803802918,0.29108164688552474
330.5,0.29354965899873414,0.29563304646089716
331.0,0.18670220741394322,0.3001465643163608
331.5,0.26876335741501345,0.3046169248617136
332.0,0.30019904235146466,0.3090389276502253
332.5,0.2697350364153991,0.31340744778416885
333.0,0.3748518324776311,0.31771743684002385
333.5,0.27190897605677583,0.321963924285398
334.0,0.31074046232341207,0.3261420193578065
334.5,0.33482283357888415,0.33024691337387097
335.0,0.38471844755355195,0.3342738824362379
335.5,0.2879631152132654,0.33821829050454577
336.0,0.3827863241214886,0.34207559279606503
336.5,0.3461994966168644,0.34584133948117884
337.0,0.31515837685196024,0.34951117963863854
337.5,0.3692544870347165,0.35308086543550204
338.0,0.3635133458418905,0.35654625649681904
338.5,0.3388957337299001,0.3599033244304579
339.0,0.3655912304475911,0.36314815747294044
339.5,0.3527909893326083,0.36627696522276987
340.0,0.3732591905122577,0.36928608342846403
340.5,0.395346552407589,0.3721719787993523
341.0,0.43044184237321126,0.3749312538081239
341.5,0.3342371089961976,0.3775606514551373
342.0,0.45471322807855885,0.3800570599655895
342.5,0.3140944444085101,0.3824175173917977
343.0,0.37932673776780884,0.38463921609405427
343.5,0.40731060930173457,0.38671950707477437
344.0,0.3984906195126718,0.3886559041419456
344.5,0.3686516046855017,0.39044608787922247
345.0,0.3848036306388574,0.39208790940136207
345.5,0.37632436116201756,0.39357939387507673
346.0,0.3742909772937265,0.39491874378677394
346.5,0.4258404153358012,0.39610434194006533
347.0,0.4096302961761178,0.3971347541673411
347.5,0.3737568959070099,0.39800873174113277
348.0,0.4302112091125732,0.3987252134724094
348.5,0.41003881071505865,0.39928332748437734
349.0,0.42813256681113504,0.3996823926517714
349.5,0.4219589291643651,0.39992191969703866
350.0,0.37098678655394,0.40000161193621253
350.5,0.3803150292617732,0.3999213656686671
351.0,0.4258365463856237,0.3996812702063095
351.5,0.4206445668292937,0.3992816075391224
352.0,0.397991295846555,0.3987228516353002
352.5,0.4021121257913376,0.3980056673755302
353.0,0.4418491804748452,0.39713090912225035
353.5,0.3753946203167147,0.3960996189259688
354.0,0.41406143271290335,0.394913024371952
354.5,0.3864957932365865,0.3935725360717728
355.0,0.384460902692409,0.39207974480536173
355.5,0.42889360813987254,0.3904364183203209
356.0,0.4175340700109034,0.3886444977963224
356.5,0.41517893124347305,0.3867060939834507
357.0,0.4303152412747258,0.3846234830243243
357.5,0.38313423642791655,0.38239910197077
358.0,0.40390389800203147,0.38003554400670775
358.5,0.36667621690896945,0.37753555338974043
359.0,0.3862478424618155,0.37490202012472
359.5,0.3675829674804247,0.37213797438329366
360.0,0.3726414394588447,0.36924658068409955
360.5,0.3870616277391894,0.36623113184889744
361.0,0.3344573188373018,0.36309504275047333
361.5,0.43307539851764465,0.35984184386865353
362.0,0.32126456631870637,0.35647517467119594
362.5,0.31050217538913416,0.3529987768367048
363.0,0.38995036790952525,0.34941648733702285
363.5,0.37344042568551544,0.3457322313968127
364.0,0.36379420894504766,0.3419500153482222
364.5,0.36006601222291545,0.33807391939866566
365.0,0.33367945328017157,0.3341080903298136
365.5,0.29865283114389435,0.3300567341458985
366.0,0.32857726822616923,0.3259241086893888
366.5,0.2980138563390527,0.3217145162419766
367.0,0.35156148679827887,0.3174322961286576
367.5,0.3079348089898865,0.3130818173424614
368.0,0.27977506931937524,0.30866747120711313
368.5,0.2929451596367274,0.30419366409458215
369.0,0.3141174111137404,0.2996648102140936
369.5,0.2753549651406155,0.29508532448875463
370.0,0.2616819016906499,0.290459615535475
370.5,0.29432113116556313,0.2857920787633462
371.0,0.2896609195938946,0.2810870896050893
371.5,0.25860598575759625,0.2763489968955858
372.0,0.2550957757142367,0.271582116410878
372.5,0.27491247238788014,0.26679072458036285
373.0,0.21129610043180563,0.261979052384212
373.5,0.2078900473441519,0.25715127944733135
374.0,0.22716598059659954,0.2523115283404348
374.5,0.23999320878812488,0.24746385909803953
375.0,0.25349402875834603,0.2426122639624159
375.5,0.2893981299549599,0.23776066236172555
376.0,0.26293098294185124,0.23291289612978056
376.5,0.22247487642531977,0.22807272497403971
377.0,0.2225782549210467,0.2232438221976408
377.5,0.18334124291812443,0.21842977068044772
378.0,0.2129860993635359,0.21363405912326955
378.5,0.1987570261963909,0.20886007855859576
379.0,0.21540626874221244,0.2041111191303793
379.5,0.17043728412027181,0.19939036714460312
380.0,0.21287803039001554,0.1947009023915745
380.5,0.24369155769521103,0.1900456957401208
381.0,0.18162100180711382,0.18542760700310384
381.5,0.19490929334639467,0.18084938307293172
382.0,0.20046869603492332,0.17631365632503437
382.5,0.15778022677056983,0.1718229432865741
383.0,0.1752228804303641,0.16737964356699953
383.5,0.1634267730737713,0.16298603904640846
384.0,0.16206295676628762,0.15864429331707852
384.5,0.12730110893799956,0.15435645137294088
385.0,0.15098229564028845,0.15012443954122545
385.5,0.1633800058435811,0.14595006564999036
386.0,0.19262504569758976,0.1418350194247633
386.5,0.17135535202005978,0.13778087310707754
387.0,0.2091504683001739,0.1337890822872694
387.5,0.10300382224244728,0.12986098694352902
388.0,0.1565290349640756,0.12599781267885188
388.5,0.1286176423480778,0.12220067214723548
389.0,0.19511366932281293,0.1184705666601944
389.5,0.08651794797700436,0.11480838796443467
390.0,0.08182465570500275,0.1112149201813299
390.5,0.0867120993081393,0.10769084189868008
391.0,0.029900378054263446,0.1042367284051067
391.5,0.08245162829851727,0.1008530540573439
392.0,0.07097055161624875,0.09754019477062818
392.5,0.09956221314902676,0.09429843062235949
393.0,0.10308940771141499,0.09112794855921441
393.5,0.1536948245704826,0.08802884519792659
394.0,0.1182659640465269,0.08500112971001514
394.5,0.06185309883265148,0.08204472678083559
395.0,0.04771496613625702,0.07915947963344955
395.5,0.09356232411068258,0.07634515310795488
396.0,0.027393274541367585,0.07360143678709007
396.5,0.13502900496402254,0.07092794815912017
397.0,0.10960464003447225,0.0683242358092272
397.5,0.049368634807198226,0.0657897826308629
398.0,0.0033643005305954987,0.06332400904877622
398.5,0.10831180934148676,0.06092627624569731
399.0,0.0545869948011051,0.058595889384946725
399.5,0.09965567174060805,0.056332100821536876
400.0,-0.0016708547631575435,0.05413411329464531
400.5,0.031022957291278564,0.052001083094660616
401.0,0.0501156526884697,0.04993212319833329
401.5,0.04957062714766849,0.04792630636590252
402.0,0.030230376692640563,0.04598266819441409
402.5,0.0658999577539566,0.044100210121794145
403.0,0.00491118734820465,0.042277902376595455
403.5,0.03553140489294213,0.04051468686868741
404.0,0.04301982712643128,0.03880948001651482
404.5,0.05516653469896134,0.03716117550690513
405.0,0.06047516771686569,0.03556864698375454
405.5,-0.00533172255205263,0.0340307506622728
406.0,-0.021147668109936672,0.03254632786581011
406.5,0.07583289624907677,0.031114207482628945
407.0,0.04136419875960158,0.029733208340315873
407.5,0.0022051127163754333,0.02840214149585481
408.0,0.08141013158298745,0.027119812439699135
408.5,0.029933635412740797,0.025885023212490744
409.0,0.06597197587560558,0.024696574433371643
409.5,0.025916414088477967,0.023553267239124154
410.0,0.09458008250452304,0.02245390513365349
410.5,0.08283422523310638,0.021397295747594212
411.0,0.011668507311310122,0.020382252508077695
411.5,0.05341257950234404,0.0194075962189416
412.0,0.04106031478737407,0.018472156551893902
412.5,0.06547687796299517,0.01757477344936297
413.0,-0.017058022680331946,0.01671429843997171
413.5,0.039901396967712825,0.015889595867767448
414.0,0.05214440107625517,0.015099544036519592
414.5,-0.04721284575424347,0.014343036270565539
415.0,-0.0277950660494624,0.013618981893839734
415.5,-0.05844681909273997,0.012926307128863552
416.0,0.002834716712043484,0.012263955917603007
416.5,0.03674486961907738,0.011630890666218694
417.0,0.06360858973919832,0.011026092915837336
417.5,0.013041881256259422,0.01044856394156729
418.0,0.06689886937705694,0.009897325282061713
418.5,-0.038932131835518045,0.009371419202003154
419.0,-0.050748476287488326,0.008869909089942087
419.5,0.006447710332588634,0.008391879793970292
420.0,0.021378728610623877,0.00793643789774812
420.5,0.006358395756139161,0.00750271193943242
421.0,-0.06527062092532458,0.007089852576071107
421.5,0.003577831313092144,0.006697032696039738
422.0,-0.03933298503557313,0.0063234474820967395
422.5,0.029406853636678484,0.005968314427627137
423.0,0.01846181192201963,0.005630873308629937
423.5,-0.027585406407474623,0.005310386113982818
424.0,-0.01297920517029481,0.005006136936489468
424.5,-0.032355041438933044,0.004717431827180264
425.0,0.002249830210735907,0.004443598615296923
425.5,0.037613967913889476,0.004183986696346138
426.0,-0.030562444831187054,0.003937966790556978
426.5,0.021346558717146705,0.003704930674022151
427.0,-0.015074725758290731,0.0034842908847446973
427.5,-0.02447506872343242,0.00327548040574963
428.0,-0.0006681102710545356,0.0030779523273549887
428.5,-0.03334230179404912,0.0028911794906289743
429.0,-0.016663071573161426,0.0027146541139899463
429.5,-0.03937783883577559,0.002547887404834111
430.0,0.071155788810076,0.002390409158002375
430.5,0.003475991661833871,0.0022417673428233695
431.0,-0.022388865099346345,0.002101527680394153
431.5,0.009458570088382122,0.0019692732126843507
432.0,-0.002086877874205825,0.0018446038649732191
432.5,-0.006006799980609572,0.0017271360030532328
433.0,0.02311233648807777,0.0016165019865578877
433.5,0.028025119571352015,0.0015123497196963339
434.0,-0.017153197965765435,0.0014143422006030314
434.5,-0.018831481352126596,0.0013221570704372067
435.0,-0.008391323237012832,0.0012354861632947088
435.5,-0.0794132057078215,0.0011540350579239843
436.0,-0.05195416454478073,0.001077522632168597
436.5,0.048846279981549404,0.0010056806209910415
437.0,0.058512123151411674,0.0009382531788667434
437.5,-0.007841264937200089,0.0008749964472731541
438.0,0.020995171834888738,0.0008156781279369124
438.5,0.01165383247146589,0.0007600770624421266
439.0,0.10846881111467846,0.0007079828187451253
439.5,0.03984431718529566,0.0006591952850854717
440.0,-0.0038635914300970443,0.0006135242717297852
440.5,-0.032873126300081,0.0005707891209339046
441.0,-0.055694802883554814,0.0005308183254602296
441.5,0.00761467641129354,0.0004934491559407307
442.0,-0.026013748787618595,0.0004585272973320222
442.5,-0.04935297334125144,0.0004259064946671679
443.0,-0.022234602740219014,0.0003954482082694185
443.5,-0.03748715884794795,0.00036702127855588445
444.0,0.05939045882806397,0.00034050160052419976
444.5,0.03117316330121324,0.0003157718079824671
445.0,1.3678521470581113e-05,0.00029272096755218914
445.5,0.052069289143596285,0.00027124428244537554
446.0,0.00295913357365724,0.000251242805990599
446.5,-0.02991232388163091,0.00023262316485832087
447.0,0.05352463999635131,0.00021529729191330498
447.5,0.019061033697564365,0.00019918216860130957
448.0,-0.03611941582466756,0.00018419957675842007
448.5,-0.006491577873211986,0.00017027585971430038
449.0,-0.03048929717592128,0.00015734169254522437
449.5,-0.04825265872243284,0.00014533186131892429
450.0,0.03255039921476846,0.00013418505116100476
450.5,0.0669534260594164,0.0001238436429618204
451.0,-0.04883561156513669,0.00011425351853325936
451.5,0.0198092871581867,0.00010536387401672164
452.0,-0.022675362877927294,9.712704133665085e-05
452.5,-0.016959890114276115,8.949831748824823e-05
453.0,-0.020651351546917114,8.243580144331149e-05
453.5,-0.03016377670033903,7.590023845453444e-05
454.0,0.0017681118496048565,6.985487153591168e-05
454.5,-0.029018988774491203,6.42652998951233e-05
455.0,0.009525088246387172,5.909934409281346e-05
455.5,-0.0017040069130162914,5.432691770350201e-05
456.0,-0.008313261735070967,4.9919905253374886e-05
456.5,-0.03171887612524455,4.5852046211381795e-05
457.0,-0.02014489774507983,4.20988248118176e-05
457.5,0.026477330269390337,3.8637365488873605e-05
458.0,0.017567547900559748,3.544633370641969e-05
458.5,-0.03418192772597978,3.250584196951149e-05
459.0,0.003506428050830628,2.979736080772197e-05
459.5,0.02632585295253698,2.7303634524363956e-05
460.0,-0.058404176237738095,2.5008601509928064e-05
460.5,0.01904050405222032,2.2897318922594606e-05
461.0,-0.023170875671561206,2.0955891543427742e-05
461.5,0.01999012480537939,1.917140461881119e-05
462.0,-0.026696538618480307,1.7531860507785218e-05
462.5,-0.063154847404301,1.602611895718043e-05
463.0,-0.05694934148507792,1.4643840832770747e-05
463.5,0.0016963485682884433,1.3375435140073394e-05
464.0,0.009102499569425737,1.2212009173871418e-05
464.5,-0.0316399365570133,1.1145321641007865e-05
465.0,0.02236090379581457,1.0167738606479717e-05
465.5,-0.058143929987295284,9.272192118318685e-06
466.0,-0.002304340811283903,8.452141372176804e-06
466.5,-0.042377865455404076,7.701536281911593e-06
467.0,-0.02280724898974779,7.014783327784156e-06
467.5,0.0016653402096336125,6.386713559121887e-06
468.0,-0.03010865523230488,5.812552633452554e-06
468.5,-0.01345415615526472,5.2878927791704315e-06
469.0,0.03522505698907917,4.808666573747593e-06
469.5,-0.020186844310875873,4.371122434337978e-06
470.0,0.029253195724002305,3.971801722340433e-06
470.5,-0.039536132395648564,3.6075173680772156e-06
471.0,0.018546421560961104,3.27533392620728e-06
471.5,0.050457874272003336,2.972548976821486e-06
472.0,-0.08650486082866377,2.696675791360283e-06
472.5,-0.02788888851428014,2.445427186548557e-06
473.0,0.02019974115181236,2.2167004934586335e-06
473.5,-0.007104579947932157,2.0085635725877254e-06
474.0,0.012991924809805284,1.8192418094730622e-06
474.5,-0.02113783442902486,1.6471060288641914e-06
475.0,0.003032133222820329,1.4906612688314684e-06
475.5,-0.005447354702363371,1.3485363594112694e-06
476.0,0.04087359163234674,1.2194742534759423e-06
476.5,0.00890583183860293,1.1023230604707365e-06
477.0,0.011817089200368561,9.960277364839011e-07
477.5,-0.014414794191899546,8.996223868129385e-07
478.0,-0.01706540561939751,8.122231397614735e-07
478.5,-0.015138803552133881,7.330215528519096e-07
479.0,0.013806486261755362,6.612785149710124e-07
479.5,-0.014733860510099022,5.963186101832294e-07
480.0,0.010142657516285505,5.375249110526076e-07
480.5,0.07263951228676167,4.843341713131026e-07
481.0,0.030489800852498857,4.362323896215924e-07
481.5,-0.01141043087515652,3.927507179227273e-07
482.0,0.04204284073742773,3.5346168965262457e-07
482.5,-0.014282320080009688,3.1797574461396565e-07
483.0,-0.07133407279319602,2.859380288711795e-07
483.5,-0.0352827638566597,2.5702544944548197e-07
484.0,-0.06547748629194002,2.3094396493863674e-07
484.5,-0.01230276451535132,2.0742609448544434e-07
485.0,0.0006448295002629409,1.8622862863132314e-07
485.5,0.058675473060161756,1.6713052685666622e-07
486.0,0.01144260801273322,1.4993098752700887e-07
486.5,-0.007668384060633208,1.3444767704101784e-07
487.0,0.029029315856528005,1.2051510587981352e-07
487.5,-0.07738962783213585,1.0798314013452057e-07
488.0,0.008246606249437715,9.671563790698925e-08
488.5,0.026980368375244587,8.658920074443907e-08
489.0,-0.05175044111026347,7.749203098499323e-08
489.5,0.04003146083512908,6.932288656048468e-08
490.0,0.011847436252429924,6.199012542811597e-08
490.5,-0.01453502157569566,5.5410832385966065e-08
491.0,0.022147414823741544,4.951002157145855e-08
491.5,0.07947429424306231,4.421990844890623e-08
492.0,0.006365358406292896,3.947924556442386e-08
492.5,0.008687755753228549,3.523271678584223e-08
493.0,-0.016077600053523395,3.143038515383913e-08
493.5,-0.029744524904077866,2.802718985014782e-08
494.0,0.02906177856153674,2.4982488141270986e-08
494.5,-0.029962911647171873,2.2259638483280987e-08
495.0,0.002504838128300013,1.9825621276689992e-08
495.5,-0.016717992986085044,1.7650694041525875e-08
496.0,0.01676430960920176,1.57080780431377e-08
496.5,0.01167818765871683,1.397367364023053e-08
497.0,0.03631391047482833,1.2425801849510483e-08
497.5,-0.01785056291494632,1.104496982731214e-08
498.0,-0.009445612921609836,9.81365815886185e-09
498.5,-0.03425672133625274,8.716128021459973e-09
499.0,-0.015550256364417456,7.738246449892016e-09
499.5,0.013205524123897909,6.86732808174038e-09
500.0,0.026494607674579215,6.091991897885052e-09
