Wavelength_nm,Sample_1_C1.0,Sample_2_C2.5,Sample_3_C5.0,Sample_4_C7.5,Sample_5_C10.0,Sample_6_C12.5,Sample_7_C15.0,Sample_8_C17.5,Sample_9_C20.0,Sample_10_C25.0
225.0,0.05483434362736787,0.05752467474721424,0.05947766661104599,0.05538737103938343,0.05255320282182777,0.0566681493269589,0.05429197226387606,0.05643962439884215,0.053951933399444915,0.05367159288674502
225.5,0.05634123333807761,0.05354544670988821,0.055952639667197095,0.061326742940560994,0.054084611970547536,0.05653836088817839,0.05533461928719189,0.05472030726187127,0.05906847191971947,0.05316517096079477
226.0,0.05262513547000059,0.05466545623009496,0.054996755146124475,0.053011025615401164,0.058639193661095365,0.05719212041148091,0.057462363732693963,0.05856835803382455,0.05415011190006045,0.05601893034095129
226.5,0.06383918738047065,0.05083620641121383,0.054669449217478024,0.054481250900576705,0.05730699840320745,0.052544726635318846,0.05915252284670008,0.050152117967298446,0.0566742969594033,0.05590145730480012
227.0,0.05738998725003398,0.05564889030252352,0.0561042094610771,0.05855915132978898,0.0576040067751856,0.060170999421218056,0.05508555988107966,0.05674338192117139,0.05720006778780919,0.05594251895587143
227.5,0.05783097516690252,0.05023533897783273,0.056349423459815515,0.05805967621897759,0.06008060171738232,0.06104365476588132,0.05393225918015016,0.05574037673668532,0.056050463083322205,0.05538438471215497
228.0,0.06018064580558527,0.05325665636426581,0.05852797833657241,0.0590769848019896,0.05762134397369371,0.05735365194141078,0.05492405577160853,0.05935534269496328,0.05394952203413148,0.0590422223595786
228.5,0.05994703225373804,0.06079125536475265,0.05900174473578909,0.05999759557940224,0.059711440135065665,0.05841962613215716,0.05709845961433371,0.059980212336342854,0.059549014681410994,0.06356096576867434
229.0,0.05967643658818064,0.0613693617643106,0.059033060637176456,0.06094004827075962,0.05873817989463492,0.054466483934123344,0.05801600377669909,0.05696085133404064,0.05891267839129868,0.059539274582098414
229.5,0.057134283100194756,0.06079063885168162,0.0608393468418925,0.06287189802484884,0.06035315171350579,0.061114095099687134,0.05727560879936799,0.05746334157175895,0.06111485073892351,0.06263101630800064
230.0,0.06142119933847044,0.05711605723826851,0.0636059101596713,0.061280412973753966,0.058319666697789825,0.06180110066342315,0.05621356401318717,0.059786903567921004,0.05853508442193163,0.055999190901101024
230.5,0.06615414888804914,0.06037705442813415,0.06338903939944417,0.059836792525824654,0.05326430251141108,0.060414369431802534,0.05925276849693799,0.05795139279397502,0.06432397186891989,0.06117516928348223
231.0,0.06504584159076464,0.06101314601347758,0.056593213356148864,0.06308958199585606,0.06069297703643823,0.06449282823335793,0.061688001644837634,0.06369362650160137,0.05856130770235875,0.057947431350579656
231.5,0.0662909085437267,0.05805327759194362,0.053894979914336644,0.0672847607832494,0.06588173104638483,0.06063962660466643,0.06345531835463421,0.06059098001530642,0.06686309412822368,0.05735294181261681
232.0,0.06047977147582255,0.0665437411680917,0.06487005225929832,0.06170273754922303,0.06491283125788579,0.06386154909163205,0.06052900841741654,0.053513859181566835,0.05702546057283722,0.0601173484055254
232.5,0.05954702387544352,0.06517168271227519,0.05847855558585008,0.05969519960763259,0.06555457581596619,0.05963898618666451,0.061498581576858724,0.06165270471397177,0.06412107691805605,0.06647165640872242
233.0,0.06264130136050795,0.06238376278052825,0.062419014398356426,0.06646120791391263,0.0668950133734876,0.06316262005746347,0.060499836885561493,0.060210955651588745,0.06479953446371776,0.06631660050618131
233.5,0.06368912594620336,0.0636355355403268,0.06009941696850833,0.06330349057816882,0.06398548486625713,0.06325132734300752,0.0637349506289349,0.058990318717019596,0.061552352982923,0.06477779439959525
234.0,0.0673083497482356,0.06468958640589953,0.05872293465137366,0.05767530530812848,0.06484969905044423,0.06499811367640713,0.06184134198976872,0.06073878595973031,0.06578868567003791,0.06004627814089882
234.5,0.05945281894112562,0.058450327470402325,0.06627545233596477,0.06726886125847685,0.06294917261639775,0.06376907959187592,0.06667257589377477,0.0653569499452253,0.06894281261468205,0.06466647880258816
235.0,0.06962400401065925,0.06434685048313173,0.06745423074229495,0.06365916333421875,0.06440531195469287,0.06504749536645252,0.0601726963083587,0.06960460089959923,0.05905660452748585,0.06678892633364027
235.5,0.06506727234698642,0.06355728736281507,0.06397694901143679,0.06553812047351293,0.0677602738765473,0.06849434204836687,0.06504055162349343,0.06716223416925422,0.0678341552769402,0.06705900975682048
236.0,0.06476751118995086,0.06311552596979807,0.05846764512253092,0.06735709899015552,0.07009319730943774,0.06529163728569945,0.06762563801447216,0.06502319183173252,0.05948327553487233,0.06167247924438597
236.5,0.06351974125097493,0.06579683506323068,0.06514153853901963,0.06749190686500282,0.06664220494051117,0.06238094840722666,0.06789231920029876,0.06884866417873188,0.0647240931245387,0.06523040587482577
237.0,0.06210056718633234,0.0725559025853727,0.06850109802585588,0.0696168844658895,0.06630080422474224,0.07306296673673687,0.07605615902088622,0.06676263010311187,0.07319024313329581,0.06843619675579507
237.5,0.07004507222803417,0.06961142977417209,0.06344106767441973,0.06676024445940365,0.06825718863805402,0.07258886818792673,0.06968280721593006,0.06673850722510796,0.06726586342279228,0.07099788463226213
238.0,0.06830745354629253,0.0665052121424699,0.06898757798297404,0.07019556472998312,0.0706786166940605,0.0652169574737746,0.0663003308803837,0.06606815577802908,0.06622835300131939,0.06359910765488305
238.5,0.06473126684026825,0.070470622192797,0.06895981814993805,0.0684799815134338,0.06517993094651345,0.07183349265937818,0.06973085035110389,0.06501463052084447,0.06992917760287409,0.0705423665608456
239.0,0.06523148966858519,0.07348988127169812,0.07132150442268345,0.0720918763284828,0.06327871698834867,0.06895015049804644,0.06542215077124121,0.06987293361390233,0.07753823871001142,0.07234729592903781
239.5,0.06862711336164691,0.07261006969753153,0.07053107840282892,0.07235460839841884,0.06919306404669816,0.07197130488995931,0.07127521264486908,0.07232734101131298,0.06669430244872773,0.0754105224534809
240.0,0.0751617013814471,0.0705654831237078,0.0678539772052499,0.06835345993570806,0.06788423077804664,0.0728156324567769,0.06982038391268142,0.0724162730875863,0.06993880637666022,0.07594449289218512
240.5,0.06989874891624298,0.06900299709271775,0.0749773293566624,0.07508936862602848,0.07075080911039591,0.07201581372822333,0.07590901538168725,0.07235875119699915,0.07854275445621456,0.07668578821477103
241.0,0.06669401390988619,0.07360327686394205,0.07154162512712164,0.07091793043396168,0.07259108673595267,0.07119173761874717,0.07240302071482103,0.07172301027961855,0.08064196241542337,0.07368624771090691
241.5,0.07099551345948682,0.07326231278562685,0.0725817996401934,0.07566974328292823,0.07246768129037737,0.07233765998985922,0.07464084202878386,0.0773977349805861,0.07584455936202195,0.07159455988224606
242.0,0.07144762974206666,0.07535008078835734,0.0705291983793287,0.07509536532502645,0.0790154071165088,0.07257392989492698,0.07408033324543163,0.07270011213807924,0.0735988509186132,0.07746585301155721
242.5,0.0647123671689457,0.07516308314947191,0.07268528873527746,0.08028725426366336,0.07651050527151095,0.07379237209743865,0.08226196052211597,0.0801310579525124,0.08484807246083544,0.08308057291988563
243.0,0.07318198366797855,0.07701082881478798,0.07206993319557921,0.07491611405937432,0.0773501057541523,0.07710931847400171,0.07720929571462598,0.0760285436250295,0.08468069252588721,0.08580207027087283
243.5,0.07319900235382044,0.0728738092264345,0.07494019154246213,0.07539059419499401,0.079284680876595,0.07625029433824874,0.0848747602971348,0.07809929831575428,0.08337295985221628,0.08542679591805534
244.0,0.07653297895596996,0.07906308185072722,0.0813569247480755,0.0772744401438095,0.07502709926195462,0.08160065446625901,0.08310785320930018,0.0773759420049226,0.0804499901837816,0.08639701900664752
244.5,0.08054995707591467,0.07635052079177378,0.07289974052659906,0.07736362658458687,0.08264822327304705,0.0852503483544906,0.08349253204818552,0.08179984740321902,0.08441468779905838,0.0882161387221235
245.0,0.07894828673691276,0.0826472617385495,0.07300227404771718,0.08166426306784727,0.08045862362308843,0.08036723587925838,0.08463507416599476,0.08787629122014985,0.08589075272225512,0.08754643496645466
245.5,0.07533484229934954,0.07503620747326636,0.08312105283755095,0.0754623809572954,0.08392652556186386,0.08423706813928142,0.08630401745985909,0.08827328075807726,0.08932272133412718,0.0911475283946897
246.0,0.07340294281056625,0.08301419275147388,0.07898463165250068,0.07825785676849534,0.08000963366879205,0.08653056204079945,0.08105479031383195,0.09157937572993101,0.09480341505021904,0.09907022199726029
246.5,0.08503243108516748,0.07912461153893267,0.07855454016110973,0.07938922880089663,0.07996224045613078,0.08807040275548152,0.08784862494881618,0.09228258195761499,0.09538528463177014,0.09398111786807178
247.0,0.07808942253738795,0.0773251640775179,0.08467855023891069,0.08668917704100443,0.08857134132752002,0.08862495624555443,0.09321198244372036,0.08964491713293753,0.09200321647593561,0.1046385172557419
247.5,0.07856336203587412,0.07860227789817523,0.08079102418146579,0.09029364631876034,0.08884497017964531,0.09249772425677012,0.09267692085160682,0.09438518012938467,0.10206097255276414,0.10207326953990573
248.0,0.079070244770052,0.07989550815387207,0.0891911292975509,0.0862563025797527,0.08672004565074762,0.09372949725031715,0.0909237309303195,0.09565525316183288,0.10179179704767978,0.11054179711183561
248.5,0.08037004601678985,0.08296197717542145,0.08691273628644923,0.0875619728390771,0.08864892810103876,0.09073440941409665,0.09747966266556185,0.1048180800656271,0.10607703207730243,0.10617434833366449
249.0,0.07998893236881942,0.08412354047558461,0.08464633379851912,0.08987525852377387,0.09659644039915674,0.09938263825055836,0.10544252061763512,0.10029487214106785,0.1118398946696607,0.11630805271827505
249.5,0.07936125899087854,0.08173451251698235,0.09388314969739268,0.09485247249421884,0.09175421443659038,0.10193993515579067,0.10697435031939269,0.10987038076975394,0.10781015948184405,0.11684581488013802
250.0,0.08011690052121512,0.0843206295855578,0.08697024195567148,0.09039902068445049,0.10250279230913086,0.09967860849916797,0.10617614814594636,0.11343471514671151,0.11504207016260656,0.11969113204763486
250.5,0.08235047055352478,0.09179863698626752,0.09246993793689176,0.09583058467950012,0.09728544143778409,0.10497294305850242,0.1125853032937658,0.12009164197817172,0.11788024362937774,0.12987386123155206
251.0,0.08152677356782363,0.09157524921336442,0.09268311714734406,0.10010345199853415,0.1044856545890743,0.11001308549374465,0.11225619715726957,0.11751927814354753,0.11943737934840194,0.13795461239641077
251.5,0.08174495540244796,0.0887677028852207,0.09732268762059361,0.10087947813841537,0.10434907207754748,0.11066571792225496,0.1121407764967115,0.12534808961213076,0.13020998494240366,0.13855249444620563
252.0,0.08494843182773691,0.08868686329615764,0.09983023931348665,0.10228730343475537,0.1101009737398592,0.11808319845156326,0.11866371920552961,0.13485492554118786,0.14211749254797765,0.14323148073515526
252.5,0.08463014445114699,0.09009778423867863,0.097071392964245,0.10721620905327296,0.10981841902775283,0.12578006877647732,0.13061480785666768,0.13131090677886587,0.13488128883467354,0.15460136829223362
253.0,0.09069435931447718,0.09279650479001403,0.09665164813260699,0.09875815573647061,0.11433542476907418,0.1204217962612089,0.1299137259854487,0.1340865353601623,0.14655076514143375,0.16229720273189616
253.5,0.07903921894512937,0.0891619432301758,0.1023405582803594,0.11172458873590578,0.11854404122927124,0.12300847081939378,0.13515177361650105,0.13897221637867385,0.15526419621139248,0.1724481681403737
254.0,0.09109989834906893,0.09279131487098384,0.10109374285725142,0.11072810640037932,0.11924721556567104,0.13272867820308396,0.14048115231069855,0.15308224746936108,0.16087679047099948,0.18248322854663213
254.5,0.09242141562905294,0.08995214790726738,0.11145596200038017,0.11038180169613107,0.128554073551861,0.13895418815987917,0.15295981054211988,0.1520558502781253,0.16782381687365397,0.18890075574518397
255.0,0.08334629970316304,0.09761384536878452,0.1082419579951856,0.12078213580148102,0.12912506330446,0.14138828088330915,0.15837493275189835,0.16379627484796705,0.17243175891741208,0.20472826995406967
255.5,0.08944819453231767,0.09988223110550501,0.10928532191885726,0.12694290549467924,0.13457677339956708,0.15206299842194704,0.16680020041872515,0.1738964425658944,0.18572350651999484,0.21057913709757375
256.0,0.09029908873147714,0.09808396893676315,0.11362109756491728,0.12618823942710072,0.13715106517081954,0.14965182421913661,0.16672403431076746,0.18129022487611865,0.1919979346582424,0.22029600371859204
256.5,0.08815621831149931,0.10591884377900203,0.11185238810967477,0.13344927410900462,0.13760053298014177,0.1620631733147545,0.17556817440103284,0.19065451901647604,0.19750530279811981,0.22863413281401082
257.0,0.09103957276679599,0.0992552600849145,0.1159502720323111,0.13963450599573052,0.1501571450078856,0.16484520290733098,0.17804541479526678,0.19919476908485326,0.21804423325291344,0.2455375921782668
257.5,0.09106513741935261,0.10034903774874582,0.12558556650258385,0.14317123052887798,0.16370649582233987,0.1788689456654983,0.1953837776146065,0.21203173416556717,0.2283124565745284,0.2589124630575194
258.0,0.1007076298781789,0.10730040182545,0.123283409902626,0.14880103269742445,0.16486199834277443,0.18711277790835482,0.19625893956481677,0.21553237544617426,0.237171353888714,0.27715137808654533
258.5,0.09934233836742487,0.11172955287779271,0.12553578299186666,0.1509911563830844,0.1687952507406218,0.18664132008643117,0.20967987451102535,0.2270868203743181,0.24989328782426706,0.290770030571763
259.0,0.10146527195817796,0.11567829975736234,0.13386299162355933,0.15410585096567098,0.17471739424433014,0.19548391200721793,0.21546719251503382,0.23806763844510867,0.26523508750205654,0.30172705946498946
259.5,0.10096188880319655,0.11136552873906028,0.1395414755193232,0.1544206471473098,0.18253612378910458,0.20828967129927495,0.22718648868578653,0.2546858461292576,0.2761104711916711,0.3224385784359042
260.0,0.09658693303744015,0.1181712633780235,0.14202730168745442,0.16406747516879902,0.1913822408564441,0.21351471243927955,0.23709953797322858,0.2672477419092925,0.29219381968612085,0.34136680229248334
260.5,0.09960851261021442,0.1170896581141322,0.14689851010268612,0.16808581078195442,0.19377829564461083,0.22388968395937495,0.24890747535377852,0.27878996061639594,0.3032490215784531,0.3621359293045069
261.0,0.10388859222921652,0.11903328946400946,0.14583195746195546,0.1831663422439892,0.20854765053933427,0.23383202208078682,0.26068966007354455,0.29440868054749325,0.3233453221263772,0.37917422554056135
261.5,0.1000223422371828,0.12462279397210664,0.14817819631906773,0.18238778504164285,0.21553340058491025,0.23810005132964016,0.2726860785731045,0.3012685765153973,0.33623687045497114,0.3985006815594007
262.0,0.10712509398485116,0.12642221537107523,0.16143449442753638,0.1897653546278584,0.2240155441204637,0.2542847204408921,0.2892914821503508,0.3242583994854983,0.3523041297174974,0.4168327253421952
262.5,0.10559065943638295,0.12229991260619064,0.1605901386377604,0.19774172335955156,0.23193178352500277,0.2630762620635244,0.2963599460836728,0.33877333940514054,0.36492252935101105,0.4389558267877043
263.0,0.10653970946029816,0.13409005075654507,0.16556836036536962,0.2031120964612195,0.2397005688025515,0.27482278006963756,0.31362420252524587,0.3518298739433089,0.3871443052218441,0.46335281177579224
263.5,0.11117520500510504,0.13649608681367878,0.17519620792802,0.21515259137500148,0.25094183471284615,0.2921099597665885,0.33028875396433516,0.3708360859849681,0.40185063725740794,0.47805979531992515
264.0,0.11177728155474562,0.13323454094619017,0.17789114812963946,0.21546573906695288,0.26022035860409914,0.295786624570756,0.3391277852107723,0.3768087337319979,0.4209749842261645,0.5040639725255366
264.5,0.11078594617493073,0.13910952228128218,0.18271188667818472,0.22535015740862155,0.2671263245910567,0.31405017396509366,0.3528789134135768,0.39688143735800163,0.4394307665628112,0.5264034105634308
265.0,0.11679132388095731,0.14226542673600964,0.19306167938902613,0.23012259677439012,0.276412539389955,0.32307979209481175,0.36900844318742776,0.4132774428580841,0.45806798462159376,0.5539708211277926
265.5,0.11153250031438659,0.1444712470404374,0.189947896794791,0.23610760969523495,0.2885624718576488,0.335606848209341,0.3881745300828763,0.4349890181720319,0.48738812015277644,0.5810829239566093
266.0,0.11810123148675683,0.1449826462032738,0.20005064371386383,0.2460653777217143,0.30318130711372576,0.3515389240122054,0.4003836928817204,0.447284509434864,0.5050625105044457,0.6005446937879373
266.5,0.11952314341531897,0.14759472899972037,0.2028902375817603,0.25571768691945834,0.3052210751871764,0.3630681494013793,0.41356395173738436,0.47053967917275413,0.527137895334709,0.6204250779329369
267.0,0.11831539603298638,0.15253342616434654,0.20902595359123155,0.26254235845841084,0.3150377777120262,0.376762280878263,0.4321121602174894,0.49038222707323637,0.5382120219599004,0.6518642215381353
267.5,0.12172931978166293,0.15914548884511956,0.2183400088539205,0.26980464242240276,0.3305034896730753,0.3910410629183058,0.44295693427453936,0.5064767212116421,0.5627321755484643,0.6815134390694667
268.0,0.11850788565934943,0.16028386643504666,0.22082963921139556,0.27574024552277454,0.34076492699062144,0.4002714047067667,0.4639624743589089,0.5234227148698279,0.5793440048944946,0.706143549421483
268.5,0.1265436009377823,0.16056695670414567,0.22647248763795685,0.28778708238332584,0.3517352237947271,0.4125572882984966,0.47879862012552915,0.5377879778801257,0.6018433129716406,0.7315725557474715
269.0,0.1247235163766418,0.16701065309687188,0.2336086359417831,0.29157250977268756,0.3625140874534329,0.4242223332449609,0.4922499163761444,0.5563283458561119,0.621810074769165,0.755115589743645
269.5,0.12520946098605681,0.1591484472571446,0.234793292049441,0.30636239324817327,0.3716066937122348,0.43799414400523723,0.5061486933188671,0.5806073825491337,0.6487713529716033,0.7776036589816888
270.0,0.1314129587918193,0.17411112488688793,0.23881202656952624,0.31224180261611834,0.3871289014588927,0.4621714222047843,0.5213289239477793,0.5969918415121175,0.6641299332518678,0.8081941608225897
270.5,0.12762620178834497,0.16837894081359878,0.24356173671780307,0.31542159195140446,0.3880896166643028,0.46972444949187575,0.5406929449086362,0.612069516491399,0.6884897952005467,0.8289779760692269
271.0,0.12696820019046962,0.17539663737469136,0.24606885062967346,0.3265242533655526,0.4004503497212622,0.4743665778958796,0.5575907027008715,0.6281339927550075,0.7066840442599714,0.8623918921891487
271.5,0.1279551138418788,0.17595349372224783,0.26329362820207347,0.33268104100160695,0.4124402493440579,0.48659514316040053,0.5664630971956711,0.6401101002235496,0.7309109435053244,0.881336555686326
272.0,0.13584752597070926,0.1781896958645181,0.2588378554861966,0.3431787444063,0.4173653947332608,0.5038142996435595,0.5838176018607393,0.6593036247857124,0.7381515896640273,0.9009954580091462
272.5,0.13156181443845774,0.18824023660200204,0.2663517516089757,0.3532946200576688,0.4310034617461697,0.5154305755914662,0.5897854563833925,0.6840385509404845,0.7643397496382922,0.9232434066564988
273.0,0.14200628850852248,0.18595166130248778,0.27087908991318016,0.3504387773103331,0.4454034701228779,0.5264204760380693,0.607374736246569,0.6896419876319567,0.7812774418625897,0.9462688164443936
273.5,0.1317962839796816,0.190894692153524,0.27713258111009104,0.36291061976243777,0.4489833814982153,0.5345110351609982,0.6215379062513784,0.7085547030219863,0.7914213075525738,0.9663332993172533
274.0,0.14438924520825394,0.19210892852182201,0.28294659215453705,0.3682686723886787,0.4576908637509942,0.544872088512289,0.6307690912998117,0.7247701637288024,0.8130189220770959,0.9898474039111853
274.5,0.14114478287604162,0.19596044866775383,0.2871400728372482,0.3766019987876047,0.4608368104488201,0.5556302695029003,0.6418664379921378,0.7309405152985843,0.8257430443777543,1.0053525103700764
275.0,0.14138407489367,0.19691600124638367,0.28662183883069897,0.3806961966043218,0.4698930580686932,0.5636853568848944,0.6531098747698107,0.7473528804367635,0.8378018558057629,1.0196604605153032
275.5,0.14114934243395424,0.19486127256338706,0.2914191333305463,0.3828748397126418,0.4772154078028392,0.5648933450615212,0.6656380736006957,0.7607854912642014,0.8487101874267061,1.043273814414995
276.0,0.14503578709932682,0.203584747349018,0.29603963363281804,0.3888306788650298,0.4834306422724375,0.5782903355616571,0.6730136942888401,0.7682091262004576,0.8606102467710648,1.0521073939013261
276.5,0.14472138343880364,0.20085444911571151,0.29742536435184025,0.3916190790251758,0.49368780684579305,0.5831243750231961,0.6747996194911976,0.7859552412233684,0.8793351872089212,1.067163707679861
277.0,0.14907923502510337,0.19925357775165517,0.30566868362332883,0.4009979917586991,0.4963663669727131,0.5921422514948976,0.6821778402279013,0.7804574663568064,0.8823886360379478,1.0744085549540099
277.5,0.14698397862891524,0.20406889372442505,0.30467940326956033,0.40112365256798416,0.49557858295848006,0.6057219730444242,0.6927988397103653,0.7956488600409112,0.8926723036631767,1.0871217389564614
278.0,0.1478991899541423,0.21112299104629456,0.3074460567069327,0.40956570708043394,0.5032223610328626,0.602206003368381,0.7010973298045104,0.797826576508552,0.8945929952501304,1.0951404467173458
278.5,0.14709788089376818,0.21027245905236486,0.308932231458051,0.40598339903662917,0.5068818405495878,0.6036683800716045,0.6955882484279704,0.8053683172466806,0.8999347917695301,1.095048990383955
279.0,0.14869051508765158,0.20760742349381334,0.3118271813665298,0.4058349193903794,0.5110339667037115,0.6100323039911163,0.7054210888537665,0.8078975807343561,0.9094729936040451,1.111579624301751
279.5,0.1503886981505032,0.2083654589966123,0.3098695288952462,0.4046985531508642,0.5138945504979754,0.6105142242094654,0.7074006490878532,0.806693156175643,0.904757128241886,1.1125042544784434
280.0,0.14486949482203013,0.20903509484634789,0.3061095041561325,0.4045905809712321,0.5069547174245164,0.6112602834713555,0.7141650133346253,0.810686989177378,0.9087543586962842,1.1088084140515622
280.5,0.1464207365775099,0.2166434760602501,0.31152552807439304,0.4054872884996862,0.5077203559046393,0.6118867123274848,0.7088243272222668,0.8043189204127781,0.9099079391097573,1.106325511874308
281.0,0.15309114424088294,0.2117991862537316,0.30835268911269836,0.4107615196441452,0.5058407860114038,0.6154365301796731,0.7100692463364442,0.8103834017809726,0.9085611569818155,1.1085764838117798
281.5,0.15170131384479357,0.21201191876759756,0.30835773760679946,0.41069155654776285,0.5076851157267765,0.604216303824144,0.7072545343764085,0.8069470321801422,0.9047370707531465,1.1039780313584868
282.0,0.15089633466069863,0.21371156203648714,0.3110005154050485,0.4031185629170785,0.5078819218209055,0.6065244546023926,0.6973325706069281,0.8042609622266708,0.9021531527384208,1.099274123589606
282.5,0.1516965974821253,0.21106960668440233,0.31192132762894653,0.4087448325641967,0.5068749603790584,0.5989870526466694,0.701924056893832,0.800647029426521,0.8974044809260359,1.0916071242618102
283.0,0.15281207449513878,0.2091461970101723,0.306910461625477,0.4023207871878529,0.5004654407196102,0.5992831551771988,0.6951861302021753,0.7925661236540701,0.8905905002174533,1.083751957444262
283.5,0.15021500850515007,0.20874666931794048,0.30609793676818775,0.4014475356315429,0.49588333289101716,0.5899225347915189,0.6900391191101963,0.7847943003157628,0.87722833949556,1.0761991057501294
284.0,0.1495034645800637,0.20838114311243439,0.3082985386152588,0.4026245025567959,0.4928390615394524,0.5857276340125674,0.6933543944633682,0.773528423224752,0.869915109831626,1.0616637785221514
284.5,0.15237163545967417,0.20759858252642324,0.30164275801037127,0.3968212656554549,0.484835568238921,0.5796659764370501,0.6675091565972209,0.7648350823607223,0.863766282473253,1.0434535258627977
285.0,0.14873909589643608,0.20886842420411383,0.306176120488947,0.3892510147758912,0.48801075845789593,0.5763551280240485,0.6702873033885007,0.7603589528729523,0.8511682261483449,1.0359430442901663
285.5,0.1527364887415772,0.20568516384350632,0.29725518130906353,0.3829144018820074,0.47079432166298363,0.5684019942622495,0.6548136145583056,0.750014289519709,0.8316160311342324,1.020715105551309
286.0,0.1461921252906703,0.20644761049010632,0.28721709223945163,0.3742936245713907,0.4695529827705254,0.5535112991629586,0.6463601282639663,0.7330335005002807,0.823051961768733,1.0079530727881316
286.5,0.15412953911530966,0.2026130307680061,0.2914703858799773,0.3734080815672683,0.46799154069101634,0.5484407048746588,0.6344945463140874,0.7211242718000829,0.8014067683185304,0.9766813229835998
287.0,0.1521596984098085,0.20159067047737173,0.2868530049674953,0.3694309040027872,0.4544394591593738,0.5366450849678697,0.6218558804383465,0.7047695112199828,0.7919789239575687,0.9612762951036852
287.5,0.15117119169888824,0.19376315418627016,0.28588477074198115,0.3613117301381458,0.4459609078544614,0.5250132664673064,0.6093370386544825,0.6968225642148677,0.7812553509691698,0.9338312662890977
288.0,0.15297756906850887,0.20082272331578827,0.2801670246371715,0.35782744997376553,0.43722262489829194,0.517717650307131,0.599430967956804,0.680512432512841,0.7557462441816395,0.9203968503859457
288.5,0.15462142469583823,0.19735196883382025,0.2737096388603012,0.352168065867255,0.42920883857921777,0.5066370686652638,0.5808234993467425,0.669011176152275,0.7384970581125353,0.8949804331667621
289.0,0.1522366942746147,0.1974779905284797,0.2662950256889334,0.3447773126512779,0.42505438621963254,0.5036999504535402,0.5741554986959696,0.644752752160766,0.7251637709359245,0.8796099393734822
289.5,0.1432166101659783,0.18390931601535201,0.2650690945280081,0.3368442387073288,0.40525674286574376,0.48628929022574746,0.5568399096849428,0.630052551352477,0.6996562526538357,0.848156976589275
290.0,0.14442720021410155,0.19692995190011384,0.25877809420891534,0.33250044737321505,0.4072596122469755,0.4691912864265954,0.5405987586975086,0.6153481322679782,0.683420357196518,0.8215807287438144
290.5,0.1459031743145269,0.1882753062345693,0.25514657988865547,0.3264080473058127,0.38900442901878884,0.4597760535826612,0.5283144121402215,0.599797994446421,0.6678419243650239,0.8010269599682406
291.0,0.14735649593660324,0.1900201054151394,0.25415684914311554,0.314815473662452,0.38298227087200415,0.4525419347109224,0.5189447894401488,0.5802218958418451,0.6446615981763466,0.772029106335617
291.5,0.14832449694156896,0.1815590819190274,0.2528673129138622,0.31526919624045074,0.3729274655407199,0.44365932682062964,0.4989667929413752,0.5611327146314669,0.6262224876415989,0.7555412953675618
292.0,0.14408399494904497,0.18449138768645107,0.24449014653199566,0.30366343351693725,0.36637792369436556,0.42050737991960285,0.4869937566822089,0.5492156843856141,0.6094570849010519,0.7223354105738644
292.5,0.14631122100836783,0.17746705509782046,0.23516695438857735,0.29693845423085885,0.35021483409371457,0.4074967357812901,0.46907094189690224,0.5315545185990269,0.5887830525493412,0.703858390616964
293.0,0.14297788655386837,0.17673878149523345,0.23555398475930217,0.2919549084017323,0.34682687150752933,0.4066633374127197,0.4589342958136961,0.5095217963395551,0.5686811622074531,0.6728674483136402
