Wavelength_nm,Std_2.0ug_mL,Std_5.0ug_mL,Std_10.0ug_mL,Std_20.0ug_mL
218.0,0.019862426855669173,0.04648511836144058,0.09298490614138322,0.185149761507541
218.5,0.01442135702227069,0.04638954105712543,0.08375709365754477,0.1648866791316822
219.0,0.015599680046642203,0.03873850008673563,0.08176767060240253,0.15698534763991007
219.5,0.01592733438795527,0.040435288559117114,0.06930547485153726,0.13959318709478938
220.0,0.012120699339443246,0.03173550076255878,0.06728681430579628,0.1295967674905789
220.5,0.014199778221085528,0.028283663265358593,0.05838109936006685,0.11983034242203212
221.0,0.005175751985414285,0.02725227443902249,0.05108181966624021,0.10599331543687712
221.5,0.014936804377924873,0.025424441367006733,0.0472482402492634,0.10206668888246388
222.0,0.013180701635470457,0.022753006228715646,0.041474564591941224,0.08971777828845169
222.5,0.006876629994782304,0.0235850451760485,0.03878021713563769,0.0806162717412731
223.0,0.008894871281070693,0.0210701512923497,0.03428682397355739,0.07192256291455283
223.5,0.006452078030104438,0.017253736830612945,0.03247734108143903,0.06715502959014265
224.0,0.003136565069143618,0.013050918563060222,0.029815312689909643,0.05985324318694206
224.5,0.005269267024293009,0.012213497883748712,0.02458842107215901,0.05411675225209823
225.0,0.007453245703307318,0.01537056416290343,0.0221830242078276,0.04600179214463575
225.5,0.0028159182925200513,0.010561751981218248,0.020663261836742303,0.031478862708083005
226.0,0.0023972530571416462,0.0048783339158073305,0.01600166941789503,0.03357705587312917
226.5,0.0029207864166828053,0.005791801067267327,0.01784547358660355,0.031446512734423074
227.0,0.004116297625345236,0.005306981888094583,0.016605717390725583,0.030729367801822786
227.5,0.00637104179211066,0.009796374564364663,0.013290262898457713,0.029802471952938593
228.0,0.0003973301645639007,0.005431928245782525,0.01869095139516354,0.02235469743393093
228.5,0.003634391573050178,0.012053327433660516,0.013298391037530699,0.025602222919477443
229.0,0.0026049190510539118,0.006861285991438445,0.009446037747731846,0.015118555172223727
229.5,0.0,0.004976492382295042,0.008117602471182195,0.015839794971014527
230.0,0.0005016018201380056,0.003091766409404711,0.008101209565148088,0.015109434355257367
230.5,0.0013135648839255314,0.007192916877126921,0.007047571197394206,0.017447658602260583
231.0,0.001573182226423198,0.0035075989369678295,0.011845820186849708,0.018502114865849097
231.5,0.002679905934097304,0.0017823687245895428,0.0064160480782666654,0.017486471005637935
232.0,0.0,0.006052245332210483,0.008452327806584798,0.021295676912037542
232.5,0.0019412251820413668,0.004544421481659182,0.0074244048200829155,0.015040180403413095
233.0,0.0,0.008294536745882949,0.012593257707243427,0.025193414287884602
233.5,0.0,0.004789014942415904,0.0057639217096546735,0.021117466576515927
234.0,0.0037138374343786036,0.0,0.009617243172270862,0.023482487799245937
234.5,0.004507651450477755,0.008122631018245305,0.011143346537925066,0.01856096839773478
235.0,0.0005267467089528407,0.0005830211289805801,0.01339055682491841,0.025161340967482446
235.5,0.0052225480901999756,0.011354216549941998,0.014858604932444931,0.02626682936280878
236.0,0.001783661042516516,0.01278462043528164,0.013993682762067305,0.02671777841608896
236.5,0.0033855713470234434,0.006684166641248065,0.01889773897042336,0.030321607877995826
237.0,0.00017330213531500504,0.00517969171041175,0.018291856217951073,0.03180854180989759
237.5,0.008532703771903209,0.005256884432785663,0.026299166182884703,0.03634507329331341
238.0,0.0,0.012908409421062741,0.01605592665312485,0.04044337295729059
238.5,0.004206971119589557,0.010596967937792417,0.02426844693033349,0.046192522563320154
239.0,0.006961142545556819,0.010394379525773205,0.021243521039535907,0.0506971278018706
239.5,0.0,0.012521497945529135,0.02410948764551906,0.054469237079812945
240.0,0.005188896513478609,0.020658804831832522,0.03474177531235595,0.057687620482401905
240.5,0.006015194321640429,0.01665788377551149,0.0364686940335144,0.0654369628529668
241.0,0.009244742655984335,0.01916376494928084,0.028284611756533507,0.06813720430160954
241.5,0.011074603238646313,0.02065563396550706,0.03598150128696705,0.07555053855401231
242.0,0.006714480488771691,0.022870656641527615,0.03943324294079394,0.07803285869239374
242.5,0.00440696173837072,0.024585348661007922,0.03640745236444676,0.08994739851924756
243.0,0.013336035803549343,0.020954424488431992,0.04602515612482358,0.09112969324579306
243.5,0.01360249830570098,0.02422654010905935,0.05092423068390576,0.10293518910640881
244.0,0.009319237907160436,0.024480853953264374,0.054178065193457,0.10423580804331373
244.5,0.012557371911882208,0.026628276389132212,0.05154035083887167,0.10934267214103426
245.0,0.013493862240064136,0.03429518205651412,0.06506444239276817,0.12676893543086765
245.5,0.014935728455549684,0.03158698868647228,0.06691814258605552,0.13136838995232472
246.0,0.014784121872554417,0.035191290755980764,0.07067175359058317,0.13738943363448364
246.5,0.019372901010691307,0.03580355168825052,0.07350238254629288,0.1472781226118583
247.0,0.010967600426113349,0.038673489035038276,0.08304327174589476,0.15692628483831625
247.5,0.02038046289319751,0.04550969141318235,0.08904476261956487,0.16713414290594017
248.0,0.019524104157312306,0.04462043064217244,0.09046716181683008,0.18065837546661792
248.5,0.01890433845454912,0.04744300009183773,0.09804748414168733,0.19722026740693369
249.0,0.024297749093270208,0.05342355947731765,0.10636676885691351,0.2049214919477772
249.5,0.015015915370687936,0.05661827434171066,0.1043700883584346,0.2230412474902089
250.0,0.026848624526748396,0.060787417988235094,0.11717272725571029,0.23204436280289478
250.5,0.025886787498658654,0.06233367674701636,0.11792039611486613,0.25066281012598735
251.0,0.02273997752597997,0.06008722078609616,0.12792815894050774,0.2620497466294435
251.5,0.02889475258778007,0.07087957673929349,0.1393866289212991,0.2747761033650534
252.0,0.02818329241684546,0.07423386697722428,0.14504465837716612,0.2902694255372517
252.5,0.03839395427721889,0.0796495870112569,0.15198993330916896,0.3016519320963597
253.0,0.037727239814065026,0.07801369826304153,0.16021825666853512,0.32270991548241656
253.5,0.035165097288587896,0.09216999208082141,0.17175976418377784,0.34079666715820145
254.0,0.03334337093862386,0.08505567281284988,0.17962615367877433,0.3491256479010137
254.5,0.03544276076455493,0.09516337115279928,0.1836032159627182,0.36637393075289104
255.0,0.037940688145080226,0.09742745824787083,0.1954580073256238,0.39243403014040407
255.5,0.038985866533003656,0.10020502719275902,0.20192042850412867,0.40946947308252424
256.0,0.03973515682550893,0.108553134657771,0.21942245196641422,0.42228359362708023
256.5,0.04246534387823045,0.10975136139796195,0.21897323330766788,0.44671185607260966
257.0,0.04522334256269321,0.10812283713578183,0.22932091892521583,0.462775750356542
257.5,0.046328093305774615,0.1161950271183004,0.23834707918020936,0.4747826875692443
258.0,0.0476188582780149,0.1256595445343191,0.24725606193046026,0.49917620029523263
258.5,0.04876843039097398,0.1356016622465724,0.2581988433269205,0.5180443789798497
259.0,0.06104688494792181,0.12904514799627906,0.2677969991617001,0.5328605300705557
259.5,0.050811724289009534,0.1380272741278399,0.2713005079185986,0.5538027510593597
260.0,0.053992958362072616,0.14699520701465274,0.28356667268351526,0.5714407029873965
260.5,0.06016557967817607,0.14899159239551868,0.29038062023851186,0.5872732977232017
261.0,0.05968891435902167,0.1505222738908924,0.30700688882481664,0.6114145236113755
261.5,0.06369722017305487,0.1517985914763477,0.31952470549347045,0.6237964750023978
262.0,0.06655890615927912,0.15505996154141413,0.3249565275594769,0.6362551558393684
262.5,0.06964902244839433,0.1624092362841104,0.3303446066381528,0.658276842687936
263.0,0.06977574697597017,0.16769440247785847,0.3406668104633299,0.6798114562034092
263.5,0.06615077808809691,0.16608279820830127,0.34616073598832264,0.6882257128105568
264.0,0.0740199684969746,0.17165032150969756,0.3584328431378831,0.7066079473717853
264.5,0.06690134122406949,0.18140118141816658,0.3629841408709841,0.7279906489256964
265.0,0.07329437982650971,0.18286713227988682,0.3674983786566762,0.7364101312003609
265.5,0.07351771413816756,0.18526610002859834,0.3716725300163628,0.7468540787943356
266.0,0.07313268934682195,0.18956515864392653,0.37965554446638067,0.758607331661017
266.5,0.07931659609270725,0.1914161170429916,0.38864947421729806,0.7737366813830705
267.0,0.07813761833315047,0.19950101875997395,0.3897594323302319,0.7893987481013779
267.5,0.08280788982427081,0.204290676289064,0.39807624877161696,0.7982379150336604
268.0,0.07627314577911937,0.2080222021174387,0.4076224899928095,0.8096809759970526
268.5,0.08413939818480709,0.20613054985258356,0.40809024167923375,0.8214712413981915
269.0,0.08387864537559919,0.20820352010287593,0.4178802818907618,0.8248626283501785
269.5,0.08345021421834353,0.2120660406700801,0.4196950052641248,0.8310342052623031
270.0,0.07939908537199973,0.21435413900632638,0.4174146968862749,0.8376006368457047
270.5,0.08338174093208514,0.21473827287128594,0.41660738471665504,0.8427179873203693
271.0,0.07987349101151367,0.21492063732990033,0.4224234502508463,0.8417909265833445
271.5,0.07853548380050483,0.21005464152049935,0.4224748360183023,0.8450647740036573
272.0,0.0947850443020788,0.20756542473519676,0.425862299751619,0.849522188105148
272.5,0.08791258396012114,0.215131458436561,0.42984322392243796,0.8517832462976443
273.0,0.09032358665593912,0.21208302290086253,0.4213597283880482,0.8549395055705966
273.5,0.08349639965220942,0.21179158591528363,0.4227510141981303,0.8445748847572357
274.0,0.08660210878413992,0.20861552491092913,0.42356462407512263,0.8483104747308852
274.5,0.08622931210402321,0.2064398038628944,0.4240902359552078,0.8436121281471115
275.0,0.08546006446644334,0.21334529242473185,0.41980972836140223,0.8383849236607007
275.5,0.08308168016456156,0.20907205721218647,0.41659640138567283,0.8304753336631705
276.0,0.08170008225590716,0.20276696446807715,0.41595777292254416,0.8180244504317243
276.5,0.07539162572126926,0.20517241809729866,0.40948285849807287,0.8170289292226163
277.0,0.08255097447178295,0.2027181560480324,0.4028916985092444,0.8127939875309967
277.5,0.0810188163374528,0.2009363625612594,0.39891348363108886,0.7965975649368798
278.0,0.0820410482547799,0.20341828257730313,0.3913157259309354,0.7883088300617382
278.5,0.07671887026383577,0.19374988502237386,0.3893479771647353,0.7732703938170407
279.0,0.08154052302107567,0.18694884659235364,0.38440293350511523,0.7668627433380714
279.5,0.07366973409111269,0.1876402197236883,0.3661223932852697,0.7526435331374415
280.0,0.06987136206218367,0.18215503953648168,0.3718426651371593,0.7385488190105055
280.5,0.07501058542212899,0.1821359395313361,0.360810909872285,0.7214204661673707
281.0,0.06928749987329907,0.17736297399801926,0.3548453586170654,0.7073831240799039
281.5,0.06536790011469833,0.17386965784152017,0.34764742721535835,0.6950104391739509
282.0,0.06789432336530303,0.16709847756056215,0.3307139521438396,0.6760147549261357
282.5,0.06813068788423386,0.16589399006271982,0.3257181193409904,0.6588370365809942
283.0,0.06488568505559071,0.1588726472544352,0.3198075273589146,0.6418741195008524
283.5,0.06391802298845718,0.15761614316835604,0.3097545578955125,0.6167113975879642
284.0,0.07298573242888179,0.150746121008513,0.3041207911296112,0.6121466772103806
284.5,0.06133175518937755,0.1438157620997604,0.29279723301979527,0.5881565062042212
285.0,0.06165248347582334,0.14413857718803685,0.2801527990428995,0.5732824142698955
285.5,0.04927370667092862,0.13595982837095436,0.2779931118990284,0.5476769618748312
286.0,0.054490730729755875,0.1378205687612118,0.2702782390242067,0.5382801354923546
286.5,0.053877352175787936,0.1302166339715264,0.25946858795702754,0.5163575574372077
287.0,0.04862119072123753,0.12568968563407504,0.24643474166989632,0.4984334420690306
287.5,0.04525080635964436,0.1200008963520275,0.2386111455275402,0.4800966131271426
288.0,0.047241441229979635,0.11495164594216532,0.231904687968485,0.45920402695055085
288.5,0.04329440797979189,0.10343555748376107,0.22300089858449018,0.4466440982237212
289.0,0.04066062767187342,0.10977124772193736,0.21523005551848068,0.4302852405072627
289.5,0.04411507087022092,0.09922468689442777,0.20244956781316503,0.40549096542059443
290.0,0.04292253425560938,0.10015837494861034,0.19031653720747335,0.38952052412968885
290.5,0.038100890713057174,0.09106697509504569,0.18392817319875426,0.37317210233576287
291.0,0.03413844625251491,0.08832344528868664,0.17910730351124876,0.3591108153436458
291.5,0.035386136040570414,0.0839349902227176,0.1714470426522281,0.3343405789289518
292.0,0.03470961154983197,0.0774376049246514,0.16778133020642855,0.3222593235598736
292.5,0.03252992793264615,0.07608002793171907,0.15354185441465737,0.3090946009384891
293.0,0.024735447885965024,0.07416789086637891,0.14621154823547192,0.2885347060782121
293.5,0.026581406393391047,0.0677461145168856,0.13744540215936193,0.2738356661932914
294.0,0.027216756034500512,0.061556140068367265,0.12947959161264821,0.2645522361422976
294.5,0.026595184842326397,0.060101662329265004,0.1259879435657398,0.2470048221296793
295.0,0.026246364494887316,0.05915949859865773,0.1178805261431997,0.2293233349823141
295.5,0.024321778627213433,0.058558275209127555,0.1096114994714013,0.21953286912645606
296.0,0.017374119980271108,0.054450520443724004,0.10064628499493823,0.21018776201025752
296.5,0.017433372751782417,0.04975129947129972,0.09740896758683845,0.19551870132778448
297.0,0.014718251685253116,0.04296955905461154,0.09073974934678289,0.18304292307753203
297.5,0.0226712176060859,0.04586513760606461,0.09005445960186231,0.16990944361135726
298.0,0.016722432035056158,0.040525638768962174,0.08374739130613315,0.15696432850548048
298.5,0.01681193108720251,0.037161150457749564,0.07269525924681318,0.1489684888394122
299.0,0.017270080849387862,0.03815781582073292,0.07435647336323734,0.14158639608475182
299.5,0.01224921756262275,0.034944096419329995,0.06446519389376103,0.13155126796196406
300.0,0.00889434867064527,0.03236724788926776,0.06213620000595675,0.11896164155911873
300.5,0.010223931662546272,0.025304114951953897,0.06112572699747011,0.11897689424369406
301.0,0.010259209766192955,0.024927579147400715,0.05044399779748844,0.10694613507993986
301.5,0.014451033179151923,0.019755149860895403,0.05021480965573862,0.10137226356249814
302.0,0.011840333341314964,0.023662159005099413,0.042766267881982616,0.09382269317869266
302.5,0.005295584756168989,0.021476864947176637,0.03696038336041428,0.08905446254782569
303.0,0.009914037021629157,0.022601113472556597,0.04256665735790533,0.07829648294406126
303.5,0.009528390471644575,0.018945471127363323,0.03670336444400595,0.07837421298498541
304.0,0.0035784610092568394,0.01580256189696968,0.03134568841175477,0.07113389339762041
304.5,0.005910869894555594,0.021925516128901104,0.026422446549019186,0.061536759043643294
305.0,0.00019267388112522137,0.011270994023543616,0.02751501055438309,0.04990351590189549
305.5,0.006274970929000211,0.009199925914844004,0.030444071537782325,0.05158325192527466
306.0,0.003906752890170242,0.010302879229323297,0.02547656988585815,0.0501630425728755
306.5,0.00040341068293854327,0.012707625264757792,0.02114880070536528,0.044098848004095234
307.0,0.0019863121778968197,0.009154138549967779,0.01838805554382245,0.03774350351148245
307.5,0.004454492952808291,0.008014383007028673,0.018990633038335418,0.038763227491916276
308.0,0.0017546162808580923,0.005169798696175851,0.012425406824986206,0.03201027548599645
308.5,0.004014514005577605,0.012208368104253568,0.019614087362070338,0.03540175410022117
309.0,0.004498701929897056,0.005231660395132141,0.01571312176033176,0.02693550895392961
309.5,6.516761883852175e-05,0.003224135784043771,0.0165155350889548,0.029408479169560946
310.0,0.0014152180438357263,0.005512484853946771,0.010069633250469856,0.02337952518656007
310.5,0.008570125831081436,0.002916999622717949,0.013244944087679624,0.016980597110768884
311.0,0.0023008221198420353,0.004146094766321506,0.01175124105251982,0.01785047925483007
311.5,0.0,0.008393303598086946,0.004176499021547937,0.016065763066833265
312.0,0.0017693020766020653,0.00263041664390579,0.00838645575089731,0.018164505583097394
312.5,0.0,0.003437609328683207,0.008119284267900711,0.009407370289171955
313.0,0.00469301723787748,0.002131313187951047,0.004749142058229836,0.015509569168799702
313.5,0.002277855709497097,0.0023421342477832853,0.004754192502988525,0.011645532025085132
314.0,0.0043078037865562835,0.00508500119645365,0.006560478762048181,0.007835420204344138
314.5,0.0036508028920723664,0.00395556293725699,0.004607569882713878,0.010503169958767706
315.0,0.0020186733806838645,0.0010946149704328186,0.0012247710986796052,0.006859548024593839
315.5,0.0036867192999968735,0.0,0.005575314576446859,0.009375308869061117
316.0,0.0012555002375999155,0.0012992972615985408,0.0040873485804185285,0.006452912502823891
316.5,0.0,0.004019995789143322,0.003791965873799673,0.005007440885313344
317.0,0.0,0.0013076670310580032,0.0030067433860416076,0.0022330110019646897
317.5,0.0,0.00083006055031111,0.003773135624425196,0.007524293027458744
318.0,0.0,0.0,0.0013035734002014353,0.00502891364541711
318.5,0.00586267704007918,0.003943641102303007,0.0,0.003569257314833218
319.0,0.0,0.0,0.0,0.001885620228917321
319.5,7.352693883210361e-05,0.0,0.0048339535625952475,0.004815924335032414
320.0,0.0,0.0,0.0,0.0003676554226601709
320.5,0.0,0.0006992797097086794,0.0028123183041143976,0.0
321.0,0.0,0.0006616334910602035,0.0,0.0002247840552157211
321.5,0.0,0.0,0.0,0.0
322.0,0.0,0.0,0.0,0.005470779382025878
322.5,0.0017912784255398324,0.0,0.0,0.002483771453086589
323.0,0.0,0.0,0.0028268269941922114,0.0009036614858417371
323.5,0.0012480148062144504,0.0,0.0,0.0017738228012051504
324.0,0.001637704872979838,0.0,0.00551197933703283,0.001409906632377143
324.5,0.0,0.0014721851726694456,0.003920354900002997,0.005162901885594992
325.0,0.0,0.0,0.0,0.00391734554404442
325.5,0.0016809393741944992,0.0030555703642028594,0.0,0.004002544648876897
326.0,0.00022907850129617782,0.00223198011901223,0.0,0.005976275809144831
326.5,0.0005272458647833792,0.0028231673992094924,0.0020140238055901863,0.0
327.0,0.0,0.0037339361306075293,0.0004240082345300058,0.0
327.5,0.00021340749028372699,0.0021743803240413025,0.004425431335479497,0.0
328.0,0.001162509887326287,0.0,0.0,0.0
328.5,0.0,0.004130625139950239,0.0017864033973805644,0.0
329.0,0.0010324278628020072,0.0,1.4365773962995597e-05,0.002257376147944305
329.5,0.005734501000821026,0.0,0.0,0.0
330.0,0.0002745623309281578,0.0026251104319389316,0.005799257278197046,0.0
330.5,0.002011941912605541,0.0,0.000918511570734339,0.0
331.0,0.0,0.0021791952243347783,0.0019294542757853424,0.0
331.5,0.0,0.0,0.0,0.003076200761908662
332.0,0.0,0.0,0.0,0.0028736054139497967
332.5,0.0,0.0016603565740868453,0.0002960672561386069,0.0
333.0,0.0,0.002154382771768217,0.0,0.0
333.5,0.0,0.0036074916813881005,0.001838123233345021,0.003632216533680033
334.0,0.0,0.0,0.0013425150274933711,0.0
334.5,0.0,0.0009063929067935101,0.0,0.0028319321315357325
335.0,0.0,0.0018885697121839907,0.0005987917331868924,0.0
335.5,0.0,0.001410810050503802,2.910248735581897e-05,0.006399194085522038
336.0,0.0,0.0,0.0,0.0
336.5,0.0,0.0,0.0,0.0012112460748840983
337.0,0.0,0.004334076910669508,0.0,0.0
337.5,0.0,0.0,0.0006402142804108389,0.0
338.0,0.0031379346022335827,0.0018903925926779413,0.003049457088839401,0.0014905281631307974
338.5,0.004108316987483303,0.0,0.0,0.0030238149100367453
339.0,0.002177131382011225,0.003012307689304335,0.003656902697131907,0.0
339.5,0.0,0.0,0.0005524612401209013,0.0
340.0,0.004491616704792077,0.0001487372308996698,0.0,0.0
340.5,0.0,0.0,0.0009733722709933282,0.0011885925382653269
341.0,0.0,0.0,0.002660015320050056,0.0
341.5,0.0008043693099357368,0.003224757289271252,0.0007954419773913482,0.0
342.0,0.0,0.0,0.006959274224689177,0.0
342.5,0.0,0.0035580252172143097,0.0009275868471615148,7.18730599433068e-05
343.0,9.796120206075836e-05,0.0,0.002679016065162908,0.0
343.5,0.0,0.0,3.417342766397682e-05,0.0009727754536468436
344.0,0.0,0.0,0.00294114401566835,0.0
344.5,0.0037022575397115945,0.0032362681328033964,0.0,0.0
345.0,0.0030846823562319502,0.0,0.0,0.0
345.5,0.0,0.0,0.0,0.0022803864885882763
346.0,0.0057995588616551776,0.0,0.0015122205166707805,0.0027301496838867253
346.5,0.0,0.0,0.0005653580290987536,0.004340293554332927
347.0,0.0,0.003430434417228888,0.003255982729618542,0.0
347.5,0.0008773460347208765,0.0,0.0010710663646722786,0.0
348.0,0.0,0.00268510563828023,0.0006221943459907957,0.0
348.5,0.0,0.0,0.0,0.0
349.0,0.0,0.0010383201784051022,0.0004918523035116096,0.0006232441137077288
349.5,0.0,0.0,0.0024886521852781176,0.0
350.0,0.00261254113595779,0.0012815391652245722,0.0022659940845223374,0.003062783507398632
350.5,0.001778435842578345,0.007765747387510369,0.002638534332847841,0.005915920198856626
351.0,0.0,0.001958710684487169,0.0,0.0034225238505586554
351.5,0.0,0.0015175452573346789,0.0,0.0003893685331629417
352.0,0.0005402085124871229,0.0,0.0,0.006120239823927899
352.5,0.0,0.0030327434708731127,0.0010484637297900824,0.0012481512891940303
353.0,0.0,0.004077616970830973,0.0048343999982870065,0.0012927583407521075
353.5,0.0012742655932453403,0.0,0.0007180406813910523,0.004425004839722225
354.0,0.0024596590693161265,0.0,0.0014550264830067202,0.004370370564795262
354.5,0.0,0.006305337598449765,0.0,0.0
355.0,0.002367181393766027,0.001277703622651079,0.008039743164033379,0.0
355.5,0.0,0.0003876056424652566,0.0,0.0030122612544566173
356.0,0.0,0.0016888915468328334,0.005453355840605231,0.0
356.5,0.001499820586458421,0.0032902974094337887,0.0,0.0022056194789096552
357.0,0.0,0.0024024591627258957,0.0028731389399967696,0.00457433007466848
357.5,0.0,0.0,0.0024456662501388927,0.003620371037817715
358.0,0.0,0.006191013684230391,0.00019296158307370996,0.00328690219110659
358.5,0.0,3.7871863728031775e-05,0.0,0.0017383402363553328
359.0,0.000981201550449835,0.0,0.0,0.0011142072027383397
359.5,0.0,0.0,0.0,0.0013187597192698746
360.0,0.0,0.0,0.003303410009261471,0.0032725372383012974
360.5,0.009482898132451584,0.0,0.0011163687552863935,0.0001107806388520745
361.0,0.0003298532171585364,0.0,0.0,0.00335651204712614
361.5,0.0,0.0009463988068897498,0.0034741554275516807,0.0
362.0,0.0017994614018523127,0.0,0.0,0.002412885393995972
362.5,0.0016481534866336636,0.0,0.0006295178768960016,0.0042041756823282105
363.0,0.0041513431763032915,0.002851034303373699,0.0,0.0
363.5,0.00044504778708293974,0.0016890040463040476,0.0,0.002770216945807666
364.0,0.0,0.0,0.003239192258719014,0.0
364.5,0.004226501987549233,0.0,0.0,0.0
365.0,0.0021361837104613983,0.0034214878847406856,0.0,0.0
365.5,0.0,0.0,0.0,0.0
366.0,0.0022427968428738562,0.0,0.0022698656608648006,0.0
366.5,0.0,0.005567143247409978,0.0,0.0
367.0,0.0033319358517978227,0.0,0.003644348004517759,0.0
367.5,0.0,0.0020527404698518414,0.003024848942738749,0.00026848012727400945
368.0,0.0023584382161555787,0.0,0.00021984906020876426,0.0
368.5,0.0005825060922114972,0.0001523599625731379,0.003521197266452473,0.0005124954443852874
369.0,0.0017586122972589801,0.0,0.005588855022446275,0.004243473545868661
369.5,0.0,0.0,0.0,0.0
370.0,0.0,0.003774220826273047,0.0034700668028121557,0.003754487567682944
370.5,0.00020194023900233987,0.0,0.0018278468085784645,0.0
371.0,0.001895396772867893,0.0008320803560849394,0.0,0.000290283260877212
371.5,0.0012527781927562595,0.0,0.001992436826672322,0.0032624517172843205
372.0,0.0048455288064490065,0.0,0.0011901779838453634,0.0034395953852325006
372.5,0.0012768186339887182,0.0,0.0,0.0015811686036227707
373.0,0.0019060912737611812,0.0,0.004464655178978031,0.0
373.5,0.006306687802782122,0.0034045901271043373,0.00042074060253730094,0.0
374.0,0.00019837925083131423,0.0,0.0035649502635929625,0.0016999188151545542
374.5,0.0016066750520035745,0.0036442131858446243,0.0,0.0
375.0,0.0,0.0,0.0,0.0007961745888303154
375.5,0.00012587288774086925,0.0027355872393837067,0.0007343942663874032,0.005744734930606093
376.0,0.004925743912531022,0.0070027202855877145,0.0,0.0
376.5,0.0009350931200750592,0.0006495958672469571,0.0,0.0010689380851138918
377.0,0.004353509699412304,0.0,0.0,0.0
377.5,0.0,0.0014361181645811479,0.0018493527674739519,0.0
378.0,0.0,0.00042248145826392263,0.0038090738452181464,0.003992491266021863
378.5,0.000922576580122061,0.0,0.004192013930003395,0.0
379.0,0.0,0.0,0.0016026748869168168,0.0010572966919787567
379.5,0.008011011734416668,0.0,1.2306115764137917e-05,0.0
380.0,0.0037453508940733064,0.0012716027799084299,0.0005682595269350579,0.0
380.5,0.0,0.0,0.00013432405630165332,0.0
381.0,0.0,0.0,0.0023840558230488734,0.0019122244993423434
381.5,0.0,0.0024459416792338667,0.0,0.0
382.0,0.0012480652472077085,0.0,0.0,0.004162987914479281
382.5,0.0,0.00793606033619024,0.0,0.004612658165285657
383.0,0.0027956620736794575,0.0,0.0005918166715491892,0.0
383.5,0.004404996398160849,0.0,0.0,0.0
384.0,0.0,0.0,7.742277452668077e-05,0.0
384.5,0.0,0.0011132608517572772,0.006602899312930744,0.004000627599236816
385.0,0.001688007234388882,0.0,0.002653102810481672,0.0005791723539393005
385.5,0.0,0.0,0.0,0.0
386.0,0.0034345661280022807,0.0049176370043830814,0.001960986942992026,0.00391451466969532
386.5,0.0,0.0,0.0,0.001947684519380255
387.0,0.0024893671376555785,0.004540937303993702,0.0018568467731845497,0.0028272885121182483
387.5,0.0010081978549497646,0.0004231696997104557,0.001431702909334543,0.0026394676081154217
